neighbourhood,room_type,price,number_of_reviews,calculated_host_listings_count,host_type
Bridgeport,Entire home/apt,,3,29,Multi-listing Host
Lower West Side,Entire home/apt,98.0,5,29,Multi-listing Host
Avondale,Entire home/apt,146.0,19,6,Multi-listing Host
Logan Square,Entire home/apt,107.0,2,9,Multi-listing Host
Lincoln Park,Entire home/apt,218.0,117,5,Multi-listing Host
Grand Boulevard,Entire home/apt,117.0,1,5,Multi-listing Host
West Town,Entire home/apt,102.0,136,2,Multi-listing Host
East Garfield Park,Entire home/apt,83.0,39,1,Single-listing Host
West Town,Entire home/apt,123.0,2,1,Single-listing Host
Near South Side,Entire home/apt,194.0,57,68,Multi-listing Host
East Garfield Park,Entire home/apt,274.0,60,19,Multi-listing Host
West Town,Entire home/apt,306.0,142,1,Single-listing Host
Loop,Entire home/apt,136.0,1,520,Multi-listing Host
Near North Side,Entire home/apt,139.0,0,520,Multi-listing Host
Near West Side,Private room,50.0,1,2,Multi-listing Host
Avondale,Entire home/apt,159.0,49,1,Single-listing Host
Portage Park,Private room,75.0,0,3,Multi-listing Host
Rogers Park,Entire home/apt,65.0,60,25,Multi-listing Host
West Ridge,Entire home/apt,101.0,76,25,Multi-listing Host
Portage Park,Entire home/apt,69.0,43,25,Multi-listing Host
Portage Park,Entire home/apt,66.0,45,25,Multi-listing Host
Rogers Park,Entire home/apt,70.0,70,25,Multi-listing Host
Near North Side,Entire home/apt,229.0,120,2,Multi-listing Host
Grand Boulevard,Entire home/apt,546.0,35,1,Single-listing Host
Douglas,Private room,75.0,12,3,Multi-listing Host
Logan Square,Entire home/apt,249.0,0,1,Single-listing Host
Near South Side,Entire home/apt,160.0,3,3,Multi-listing Host
Portage Park,Entire home/apt,115.0,5,3,Multi-listing Host
Douglas,Private room,45.0,55,7,Multi-listing Host
Near South Side,Entire home/apt,,1,520,Multi-listing Host
Loop,Entire home/apt,151.0,1,520,Multi-listing Host
East Side,Private room,26.0,15,4,Multi-listing Host
Douglas,Entire home/apt,,8,27,Multi-listing Host
Englewood,Entire home/apt,73.0,53,1,Single-listing Host
Lincoln Park,Entire home/apt,,6,2,Multi-listing Host
Near West Side,Entire home/apt,298.0,69,9,Multi-listing Host
Edgewater,Entire home/apt,220.0,102,1,Single-listing Host
Avondale,Private room,165.0,34,1,Single-listing Host
Loop,Entire home/apt,72.0,0,520,Multi-listing Host
Near North Side,Entire home/apt,134.0,0,520,Multi-listing Host
Near West Side,Entire home/apt,114.0,5,1,Single-listing Host
West Town,Entire home/apt,143.0,173,11,Multi-listing Host
Logan Square,Entire home/apt,97.0,100,4,Multi-listing Host
Logan Square,Entire home/apt,105.0,4,1,Single-listing Host
South Chicago,Shared room,29.0,2,16,Multi-listing Host
Irving Park,Entire home/apt,119.0,8,6,Multi-listing Host
South Shore,Entire home/apt,189.0,21,1,Single-listing Host
Near North Side,Private room,103.0,170,9,Multi-listing Host
Irving Park,Entire home/apt,118.0,57,28,Multi-listing Host
Lake View,Entire home/apt,65.0,29,25,Multi-listing Host
Near North Side,Entire home/apt,136.0,0,520,Multi-listing Host
Near North Side,Entire home/apt,139.0,0,520,Multi-listing Host
Humboldt Park,Entire home/apt,115.0,95,9,Multi-listing Host
Lake View,Entire home/apt,85.0,93,25,Multi-listing Host
Loop,Entire home/apt,95.0,0,520,Multi-listing Host
Edgewater,Entire home/apt,186.0,23,1,Single-listing Host
West Town,Entire home/apt,149.0,53,1,Single-listing Host
West Town,Entire home/apt,72.0,43,1,Single-listing Host
Near North Side,Entire home/apt,2743.0,0,2,Multi-listing Host
Douglas,Entire home/apt,135.0,10,1,Single-listing Host
West Town,Entire home/apt,1371.0,15,27,Multi-listing Host
Edgewater,Entire home/apt,190.0,30,1,Single-listing Host
Lake View,Entire home/apt,319.0,58,1,Single-listing Host
Lower West Side,Entire home/apt,104.0,61,2,Multi-listing Host
Near West Side,Entire home/apt,194.0,40,3,Multi-listing Host
Near North Side,Entire home/apt,123.0,136,8,Multi-listing Host
Lake View,Entire home/apt,101.0,84,2,Multi-listing Host
Lower West Side,Entire home/apt,110.0,84,1,Single-listing Host
West Ridge,Entire home/apt,160.0,1,1,Single-listing Host
Near West Side,Private room,29.0,4,14,Multi-listing Host
West Ridge,Entire home/apt,225.0,28,1,Single-listing Host
Near South Side,Entire home/apt,230.0,24,7,Multi-listing Host
Near South Side,Entire home/apt,205.0,16,7,Multi-listing Host
Loop,Entire home/apt,113.0,0,520,Multi-listing Host
West Town,Entire home/apt,306.0,65,20,Multi-listing Host
Grand Boulevard,Private room,83.0,1,5,Multi-listing Host
Lake View,Entire home/apt,325.0,24,1,Single-listing Host
Near North Side,Entire home/apt,94.0,127,8,Multi-listing Host
Lake View,Entire home/apt,58.0,74,8,Multi-listing Host
Lake View,Entire home/apt,66.0,99,8,Multi-listing Host
Lake View,Entire home/apt,313.0,60,1,Single-listing Host
Humboldt Park,Entire home/apt,75.0,4,2,Multi-listing Host
South Chicago,Private room,35.0,6,6,Multi-listing Host
Avondale,Entire home/apt,189.0,40,1,Single-listing Host
Avondale,Entire home/apt,90.0,49,1,Single-listing Host
Jefferson Park,Entire home/apt,95.0,15,3,Multi-listing Host
Uptown,Entire home/apt,58.0,120,8,Multi-listing Host
Near North Side,Entire home/apt,178.0,0,520,Multi-listing Host
Near North Side,Entire home/apt,137.0,0,520,Multi-listing Host
Near South Side,Private room,,0,1,Single-listing Host
Portage Park,Entire home/apt,58.0,150,16,Multi-listing Host
Chatham,Entire home/apt,205.0,0,4,Multi-listing Host
Norwood Park,Entire home/apt,399.0,1,4,Multi-listing Host
Lower West Side,Entire home/apt,77.0,148,16,Multi-listing Host
Logan Square,Entire home/apt,178.0,74,1,Single-listing Host
Lincoln Square,Entire home/apt,107.0,16,1,Single-listing Host
Loop,Entire home/apt,176.0,4,14,Multi-listing Host
West Town,Entire home/apt,643.0,16,2,Multi-listing Host
West Lawn,Private room,47.0,1,4,Multi-listing Host
West Town,Entire home/apt,105.0,104,3,Multi-listing Host
Belmont Cragin,Entire home/apt,79.0,17,3,Multi-listing Host
Norwood Park,Entire home/apt,,0,9,Multi-listing Host
Lower West Side,Entire home/apt,133.0,27,1,Single-listing Host
Chatham,Entire home/apt,205.0,0,9,Multi-listing Host
East Side,Private room,24.0,9,4,Multi-listing Host
East Side,Private room,22.0,6,4,Multi-listing Host
East Side,Private room,40.0,6,4,Multi-listing Host
Greater Grand Crossing,Entire home/apt,,80,4,Multi-listing Host
Grand Boulevard,Entire home/apt,118.0,3,5,Multi-listing Host
Greater Grand Crossing,Private room,,1,4,Multi-listing Host
Greater Grand Crossing,Private room,,0,4,Multi-listing Host
Jefferson Park,Entire home/apt,65.0,91,5,Multi-listing Host
Jefferson Park,Entire home/apt,,29,5,Multi-listing Host
Lincoln Park,Entire home/apt,,7,27,Multi-listing Host
Logan Square,Entire home/apt,131.0,56,1,Single-listing Host
Loop,Entire home/apt,169.0,0,14,Multi-listing Host
Loop,Entire home/apt,120.0,1,14,Multi-listing Host
Loop,Entire home/apt,97.0,0,520,Multi-listing Host
Near South Side,Entire home/apt,292.0,42,2,Multi-listing Host
West Town,Entire home/apt,134.0,81,1,Single-listing Host
Near West Side,Entire home/apt,296.0,42,92,Multi-listing Host
Near West Side,Entire home/apt,320.0,30,92,Multi-listing Host
West Ridge,Private room,39.0,47,5,Multi-listing Host
Near North Side,Entire home/apt,339.0,120,3,Multi-listing Host
Lake View,Private room,,3,6,Multi-listing Host
Chatham,Entire home/apt,374.0,8,27,Multi-listing Host
Bridgeport,Private room,306.0,26,4,Multi-listing Host
Near West Side,Entire home/apt,377.0,45,92,Multi-listing Host
Near West Side,Entire home/apt,314.0,40,92,Multi-listing Host
South Shore,Private room,888.0,0,13,Multi-listing Host
Near West Side,Entire home/apt,344.0,38,92,Multi-listing Host
South Shore,Private room,888.0,0,13,Multi-listing Host
South Shore,Private room,888.0,0,13,Multi-listing Host
South Shore,Private room,59.0,0,13,Multi-listing Host
Near North Side,Entire home/apt,105.0,124,8,Multi-listing Host
Edgewater,Entire home/apt,98.0,0,1,Single-listing Host
Armour Square,Private room,48.0,86,19,Multi-listing Host
Avondale,Entire home/apt,169.0,7,1,Single-listing Host
Uptown,Private room,111.0,43,1,Single-listing Host
Near South Side,Entire home/apt,164.0,39,28,Multi-listing Host
Near South Side,Entire home/apt,121.0,78,28,Multi-listing Host
Lake View,Entire home/apt,200.0,39,3,Multi-listing Host
Near North Side,Entire home/apt,,0,520,Multi-listing Host
Logan Square,Entire home/apt,169.0,7,1,Single-listing Host
East Garfield Park,Entire home/apt,82.0,26,1,Single-listing Host
Grand Boulevard,Entire home/apt,131.0,97,1,Single-listing Host
Near South Side,Entire home/apt,229.0,51,28,Multi-listing Host
Lake View,Entire home/apt,58.0,75,8,Multi-listing Host
Near South Side,Private room,57.0,132,1,Single-listing Host
Near West Side,Entire home/apt,205.0,0,2,Multi-listing Host
Logan Square,Entire home/apt,288.0,45,5,Multi-listing Host
Logan Square,Entire home/apt,288.0,56,5,Multi-listing Host
Loop,Entire home/apt,96.0,0,520,Multi-listing Host
Armour Square,Entire home/apt,201.0,55,5,Multi-listing Host
Logan Square,Entire home/apt,205.0,25,1,Single-listing Host
Ohare,Entire home/apt,301.0,35,1,Single-listing Host
Lincoln Square,Entire home/apt,63.0,68,8,Multi-listing Host
Lincoln Square,Entire home/apt,60.0,203,7,Multi-listing Host
Rogers Park,Entire home/apt,145.0,27,1,Single-listing Host
South Chicago,Private room,33.0,60,1,Single-listing Host
Avondale,Entire home/apt,,17,1,Single-listing Host
Logan Square,Entire home/apt,194.0,84,1,Single-listing Host
Mckinley Park,Entire home/apt,252.0,67,1,Single-listing Host
Edgewater,Entire home/apt,92.0,72,1,Single-listing Host
West Town,Entire home/apt,181.0,33,2,Multi-listing Host
Near South Side,Entire home/apt,104.0,89,68,Multi-listing Host
West Town,Entire home/apt,714.0,39,2,Multi-listing Host
West Town,Entire home/apt,144.0,90,2,Multi-listing Host
West Town,Entire home/apt,67.0,34,4,Multi-listing Host
Edgewater,Entire home/apt,800.0,51,1,Single-listing Host
Near North Side,Entire home/apt,124.0,7,3,Multi-listing Host
Hyde Park,Entire home/apt,302.0,61,1,Single-listing Host
Lake View,Entire home/apt,175.0,6,1,Single-listing Host
Avondale,Entire home/apt,116.0,47,1,Single-listing Host
South Chicago,Entire home/apt,364.0,62,1,Single-listing Host
Mckinley Park,Entire home/apt,92.0,42,2,Multi-listing Host
Loop,Entire home/apt,113.0,0,520,Multi-listing Host
Logan Square,Entire home/apt,109.0,166,1,Single-listing Host
Near South Side,Entire home/apt,103.0,57,28,Multi-listing Host
Near South Side,Entire home/apt,105.0,0,520,Multi-listing Host
Lower West Side,Entire home/apt,128.0,79,3,Multi-listing Host
Logan Square,Entire home/apt,150.0,16,1,Single-listing Host
Albany Park,Private room,49.0,35,7,Multi-listing Host
Rogers Park,Entire home/apt,89.0,3,8,Multi-listing Host
Albany Park,Private room,42.0,24,7,Multi-listing Host
Albany Park,Private room,42.0,33,7,Multi-listing Host
Avondale,Entire home/apt,128.0,72,1,Single-listing Host
Loop,Entire home/apt,1125.0,4,92,Multi-listing Host
Loop,Entire home/apt,1206.0,2,92,Multi-listing Host
Albany Park,Entire home/apt,221.0,5,13,Multi-listing Host
West Town,Entire home/apt,528.0,40,92,Multi-listing Host
Rogers Park,Entire home/apt,64.0,64,7,Multi-listing Host
West Town,Entire home/apt,385.0,66,92,Multi-listing Host
Near North Side,Entire home/apt,128.0,0,520,Multi-listing Host
Near South Side,Entire home/apt,89.0,0,520,Multi-listing Host
Near South Side,Entire home/apt,100.0,1,520,Multi-listing Host
Near South Side,Entire home/apt,100.0,1,520,Multi-listing Host
Lincoln Square,Entire home/apt,188.0,6,1,Single-listing Host
Uptown,Entire home/apt,85.0,98,21,Multi-listing Host
Avondale,Private room,50.0,6,5,Multi-listing Host
Rogers Park,Entire home/apt,57.0,46,7,Multi-listing Host
Hyde Park,Entire home/apt,128.0,84,1,Single-listing Host
Near North Side,Entire home/apt,298.0,0,1,Single-listing Host
Rogers Park,Entire home/apt,98.0,6,1,Single-listing Host
West Town,Entire home/apt,177.0,82,3,Multi-listing Host
Jefferson Park,Entire home/apt,158.0,49,1,Single-listing Host
Loop,Entire home/apt,146.0,68,2,Multi-listing Host
Loop,Entire home/apt,103.0,2,520,Multi-listing Host
West Town,Entire home/apt,81.0,6,4,Multi-listing Host
Washington Park,Entire home/apt,119.0,62,2,Multi-listing Host
Loop,Entire home/apt,120.0,1,520,Multi-listing Host
Loop,Entire home/apt,120.0,0,520,Multi-listing Host
Near West Side,Entire home/apt,129.0,0,520,Multi-listing Host
Lincoln Park,Entire home/apt,147.0,77,1,Single-listing Host
Pullman,Entire home/apt,38.0,0,3,Multi-listing Host
West Town,Entire home/apt,630.0,62,92,Multi-listing Host
Avondale,Entire home/apt,42.0,69,1,Single-listing Host
West Town,Entire home/apt,1056.0,2,92,Multi-listing Host
West Town,Entire home/apt,200.0,7,1,Single-listing Host
West Town,Entire home/apt,1569.0,4,92,Multi-listing Host
Lake View,Entire home/apt,100.0,104,1,Single-listing Host
West Town,Entire home/apt,1281.0,2,92,Multi-listing Host
Bridgeport,Private room,32.0,90,19,Multi-listing Host
Near South Side,Entire home/apt,111.0,0,520,Multi-listing Host
Logan Square,Entire home/apt,150.0,18,1,Single-listing Host
Near South Side,Entire home/apt,133.0,50,68,Multi-listing Host
Near North Side,Entire home/apt,116.0,0,520,Multi-listing Host
Portage Park,Entire home/apt,102.0,84,1,Single-listing Host
Logan Square,Entire home/apt,89.0,121,1,Single-listing Host
Lower West Side,Entire home/apt,77.0,83,23,Multi-listing Host
Near South Side,Entire home/apt,136.0,50,68,Multi-listing Host
Near North Side,Entire home/apt,,3,7,Multi-listing Host
Woodlawn,Private room,39.0,3,21,Multi-listing Host
West Ridge,Entire home/apt,117.0,57,1,Single-listing Host
Edgewater,Entire home/apt,89.0,11,2,Multi-listing Host
Woodlawn,Entire home/apt,85.0,7,2,Multi-listing Host
Near West Side,Entire home/apt,121.0,0,520,Multi-listing Host
Avondale,Entire home/apt,234.0,86,1,Single-listing Host
Jefferson Park,Entire home/apt,75.0,4,3,Multi-listing Host
East Side,Private room,45.0,29,2,Multi-listing Host
Grand Boulevard,Entire home/apt,216.0,1,1,Single-listing Host
Loop,Entire home/apt,240.0,0,29,Multi-listing Host
Logan Square,Entire home/apt,197.0,30,21,Multi-listing Host
Near South Side,Entire home/apt,112.0,80,68,Multi-listing Host
North Lawndale,Entire home/apt,150.0,10,1,Single-listing Host
Near North Side,Entire home/apt,309.0,2,36,Multi-listing Host
West Town,Entire home/apt,272.0,10,1,Single-listing Host
Morgan Park,Entire home/apt,189.0,37,3,Multi-listing Host
Grand Boulevard,Entire home/apt,109.0,103,2,Multi-listing Host
Lower West Side,Entire home/apt,,30,1,Single-listing Host
Portage Park,Entire home/apt,383.0,55,1,Single-listing Host
West Ridge,Private room,33.0,32,5,Multi-listing Host
Hermosa,Entire home/apt,110.0,79,1,Single-listing Host
Logan Square,Entire home/apt,221.0,22,1,Single-listing Host
North Center,Entire home/apt,125.0,70,9,Multi-listing Host
Avondale,Entire home/apt,41.0,94,11,Multi-listing Host
Belmont Cragin,Entire home/apt,54.0,64,9,Multi-listing Host
Lincoln Park,Entire home/apt,80.0,65,9,Multi-listing Host
West Ridge,Entire home/apt,73.0,47,9,Multi-listing Host
West Ridge,Entire home/apt,117.0,63,9,Multi-listing Host
Rogers Park,Entire home/apt,64.0,53,9,Multi-listing Host
Lower West Side,Entire home/apt,85.0,83,4,Multi-listing Host
Logan Square,Entire home/apt,40.0,1,4,Multi-listing Host
West Town,Entire home/apt,1028.0,3,92,Multi-listing Host
Lake View,Private room,57.0,93,3,Multi-listing Host
Norwood Park,Private room,39.0,9,14,Multi-listing Host
Logan Square,Entire home/apt,,2,1,Single-listing Host
Lake View,Private room,68.0,87,3,Multi-listing Host
Lake View,Private room,55.0,80,3,Multi-listing Host
West Ridge,Entire home/apt,129.0,3,1,Single-listing Host
East Garfield Park,Entire home/apt,328.0,55,1,Single-listing Host
Lake View,Entire home/apt,127.0,72,6,Multi-listing Host
Near West Side,Private room,50.0,7,21,Multi-listing Host
Portage Park,Entire home/apt,111.0,11,4,Multi-listing Host
Avondale,Entire home/apt,215.0,7,1,Single-listing Host
Near South Side,Entire home/apt,92.0,45,28,Multi-listing Host
Lake View,Entire home/apt,663.0,36,11,Multi-listing Host
Near South Side,Entire home/apt,193.0,72,28,Multi-listing Host
Near West Side,Entire home/apt,80.0,110,5,Multi-listing Host
West Town,Entire home/apt,2585.0,9,7,Multi-listing Host
Armour Square,Private room,54.0,0,8,Multi-listing Host
West Ridge,Entire home/apt,150.0,22,1,Single-listing Host
Loop,Entire home/apt,97.0,0,520,Multi-listing Host
Near North Side,Entire home/apt,174.0,79,19,Multi-listing Host
Pullman,Private room,24.0,0,3,Multi-listing Host
Albany Park,Entire home/apt,219.0,34,1,Single-listing Host
Near North Side,Entire home/apt,126.0,1,520,Multi-listing Host
Near North Side,Entire home/apt,124.0,0,520,Multi-listing Host
Near South Side,Entire home/apt,206.0,54,68,Multi-listing Host
East Garfield Park,Private room,44.0,46,10,Multi-listing Host
West Town,Entire home/apt,126.0,51,1,Single-listing Host
Douglas,Entire home/apt,186.0,43,1,Single-listing Host
Portage Park,Entire home/apt,,56,1,Single-listing Host
Lake View,Entire home/apt,151.0,64,1,Single-listing Host
Hermosa,Entire home/apt,314.0,29,1,Single-listing Host
Near South Side,Entire home/apt,139.0,46,2,Multi-listing Host
Logan Square,Entire home/apt,106.0,88,5,Multi-listing Host
Washington Park,Entire home/apt,43.0,63,7,Multi-listing Host
Loop,Entire home/apt,95.0,0,520,Multi-listing Host
Loop,Entire home/apt,120.0,1,520,Multi-listing Host
Portage Park,Entire home/apt,261.0,47,1,Single-listing Host
West Ridge,Entire home/apt,300.0,21,3,Multi-listing Host
Near North Side,Entire home/apt,2321.0,7,1,Single-listing Host
Loop,Entire home/apt,124.0,2,520,Multi-listing Host
Brighton Park,Entire home/apt,49.0,87,11,Multi-listing Host
Loop,Private room,117.0,101,17,Multi-listing Host
Lower West Side,Entire home/apt,105.0,115,1,Single-listing Host
Oakland,Entire home/apt,250.0,0,1,Single-listing Host
Irving Park,Private room,106.0,0,1,Single-listing Host
Grand Boulevard,Entire home/apt,457.0,44,1,Single-listing Host
Near North Side,Entire home/apt,194.0,0,24,Multi-listing Host
Lake View,Entire home/apt,,53,1,Single-listing Host
Uptown,Entire home/apt,82.0,94,6,Multi-listing Host
Loop,Entire home/apt,120.0,1,520,Multi-listing Host
Montclare,Entire home/apt,52.0,15,2,Multi-listing Host
Near West Side,Entire home/apt,148.0,72,3,Multi-listing Host
Near North Side,Entire home/apt,127.0,4,3,Multi-listing Host
